Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
MEIM.S2YA,2017.10,7458.013838,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2017.11,8084.522461,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2017.12,7957.125635,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2018.01,7617.711001,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2018.02,7153.616197,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2018.03,7664.845945,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2018.04,7473.339911,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2018.05,8590.211667,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2018.06,7341.136481,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2018.07,7781.311495,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2018.08,8542.938096,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2018.09,7602.097625,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2018.10,8501.126054,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2018.11,7886.745533,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2018.12,8829.409628,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2019.01,7915.311367,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2019.02,7626.042637,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2019.03,7887.987975,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2019.04,7962.382012,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2019.05,8952.705661,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2019.06,7699.356428,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2019.07,9105.328554,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2019.08,8142.887338,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2019.09,8029.878708,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2019.10,9227.685807,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2019.11,8284.535807,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2019.12,9590.505528,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2020.01,8193.244198,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2020.02,8081.049577,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2020.03,8748.996678,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2020.04,8494.686791,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2020.05,7860.003149,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2020.06,8345.447908,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2020.07,9107.542799,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2020.08,8194.047692,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2020.09,9274.019855,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2020.10,8374.3,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2020.11,8404.398723,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2020.12,10307.610896,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2021.01,8192.340693,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2021.02,8366.060521,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2021.03,10385.24682,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2021.04,9002.751785,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2021.05,8834.69187,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2021.06,10084.870116,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2021.07,9130.809059,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2021.08,9550.52594,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2021.09,9941.329011,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2021.10,9003.405757,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2021.11,9704.932871,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2021.12,11426.630106,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2022.01,9051.349287,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2022.02,9308.590905,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2022.03,11221.646627,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2022.04,9557.048515,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2022.05,10496.843217,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2022.06,10596.105358,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2022.07,9743.181082,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2022.08,11403.300873,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2022.09,10188.632856,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2022.10,9980.414732,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2022.11,11634.30301,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2022.12,10834.946343,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2023.01,10118.224916,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2023.02,10285.161901,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2023.03,11895.970143,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2023.04,10372.435073,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2023.05,12314.402615,,P,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2023.06,10755.979531,,P,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2023.07,10795.665692,,P,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YS,1999.04,2522.881631,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,1999.05,2561.626243,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,1999.06,2778.936444,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,1999.07,2651.137165,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,1999.08,2656.621757,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,1999.09,2825.897242,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,1999.10,2607.372028,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,1999.11,2670.815536,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,1999.12,3281.978389,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2000.01,2394.59912,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2000.02,2707.946288,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2000.03,3148.507205,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2000.04,2602.011623,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2000.05,2911.955111,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2000.06,2747.46872,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2000.07,2692.352659,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2000.08,3044.363274,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2000.09,2699.533913,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2000.10,2788.129615,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2000.11,3058.344546,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2000.12,3139.128485,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2001.01,2789.976538,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2001.02,2765.919567,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2001.03,3056.815187,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2001.04,2847.865819,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2001.05,3216.505246,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2001.06,2827.256085,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2001.07,2957.153899,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2001.08,3242.323959,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2001.09,2887.309886,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2001.10,3173.40105,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2001.11,3045.454504,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2001.12,3359.086052,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2002.01,3036.11682,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2002.02,2956.297347,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2002.03,3103.882615,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2002.04,3033.458399,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2002.05,3395.969055,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2002.06,2981.689225,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2002.07,3325.345038,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2002.08,3235.183212,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2002.09,3098.878881,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2002.10,3505.090655,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2002.11,3145.702315,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2002.12,3701.309427,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2003.01,3138.01561,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2003.02,3135.478158,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2003.03,3291.45156,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2003.04,3526.23828,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2003.05,3365.895376,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2003.06,3225.413099,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2003.07,3647.519626,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2003.08,3405.749586,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2003.09,3372.976199,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2003.10,3692.472575,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2003.11,3378.715418,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2003.12,4061.461731,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2004.01,3262.614264,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2004.02,3422.279845,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2004.03,3908.578685,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2004.04,3571.462984,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2004.05,3563.000445,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2004.06,3831.375927,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2004.07,3609.678882,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2004.08,3761.879722,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2004.09,3959.923548,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2004.10,3624.504345,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2004.11,3790.88095,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2004.12,4396.764103,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2005.01,3513.977543,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2005.02,3638.386064,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2005.03,4332.688799,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2005.04,3847.764263,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2005.05,3978.307659,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2005.06,4185.177383,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2005.07,3860.442149,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2005.08,4361.479993,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2005.09,4039.956153,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2005.10,3927.977141,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2005.11,4336.894839,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2005.12,4651.08496,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2006.01,3782.191493,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2006.02,3939.863259,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2006.03,4642.373256,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2006.04,4070.650728,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2006.05,4497.812776,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2006.06,4210.853389,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2006.07,4120.125361,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2006.08,4795.483014,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2006.09,4163.419774,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2006.10,4330.189888,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2006.11,4752.219047,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2006.12,4808.972282,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2007.01,4291.043215,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2007.02,4217.511267,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2007.03,4546.806863,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2007.04,4370.670995,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2007.05,5016.669709,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2007.06,4360.458306,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2007.07,4573.677292,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2007.08,5140.115081,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2007.09,4544.737211,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2007.10,4995.218948,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2007.11,4803.70355,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2007.12,5209.014448,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2008.01,4874.411771,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2008.02,4663.71988,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2008.03,4825.566563,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2008.04,5214.205531,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2008.05,4963.467749,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2008.06,4758.85588,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2008.07,5435.074287,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2008.08,4984.228755,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2008.09,4950.107937,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2008.10,5372.056224,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2008.11,5001.366199,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2008.12,5760.188349,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2009.01,4758.111448,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2009.02,4749.928389,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2009.03,5085.660083,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2009.04,5374.366892,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2009.05,4909.061301,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2009.06,4877.956332,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2009.07,5401.57414,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2009.08,4954.992967,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIM.S2YS,2009.09,5370.119031,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
